# OpenMATB scenario generator

# Name: incapacitation
# Date: 05/06/2023 15:20:43


# Block n° 1. Technical load = 0.0 %
0:00:00;track;start
0:12:14;sysmon;lights-2-failure;True
0:12:27;sysmon;lights-1-failure;True
0:12:43;sysmon;lights-2-failure;True
0:12:02;sysmon;scales-2-failure;True
0:12:19;sysmon;scales-1-failure;True
0:12:48;sysmon;scales-4-failure;True
0:12:05;communications;radioprompt;other
0:12:22;communications;radioprompt;own
0:12:41;communications;radioprompt;own
0:12:00;resman;tank-a-lossperminute;757
0:12:00;resman;tank-b-lossperminute;757

# Block n° 14. Technical load = 68.4 %
0:13:00;track;targetproportion;0.3157894736842106
0:13:03;sysmon;lights-1-failure;True
0:13:21;sysmon;lights-2-failure;True
0:13:41;sysmon;lights-2-failure;True
0:13:06;sysmon;scales-3-failure;True
0:13:19;sysmon;scales-1-failure;True
0:13:32;sysmon;scales-4-failure;True
0:13:47;sysmon;scales-2-failure;True
0:13:14;communications;radioprompt;other
0:13:31;communications;radioprompt;own
0:13:45;communications;radioprompt;own
0:13:00;resman;tank-a-lossperminute;821
0:13:00;resman;tank-b-lossperminute;821

# Block n° 15. Technical load = 73.7 %
0:14:00;track;targetproportion;0.26315789473684215
0:14:05;sysmon;lights-2-failure;True
0:14:20;sysmon;lights-1-failure;True
0:14:33;sysmon;lights-1-failure;True
0:14:46;sysmon;lights-2-failure;True
0:14:03;sysmon;scales-2-failure;True
0:14:14;sysmon;scales-3-failure;True
0:14:28;sysmon;scales-1-failure;True
0:14:47;sysmon;scales-4-failure;True
0:14:04;communications;radioprompt;other
0:14:21;communications;radioprompt;other
0:14:41;communications;radioprompt;own
0:14:00;resman;tank-a-lossperminute;884
0:14:00;resman;tank-b-lossperminute;884

# Block n° 16. Technical load = 78.9 %
0:15:00;track;targetproportion;0.21052631578947367
0:15:01;sysmon;lights-1-failure;True
0:15:14;sysmon;lights-2-failure;True
0:15:27;sysmon;lights-1-failure;True
0:15:47;sysmon;lights-2-failure;True
0:15:01;sysmon;scales-1-failure;True
0:15:12;sysmon;scales-2-failure;True
0:15:24;sysmon;scales-3-failure;True
0:15:36;sysmon;scales-4-failure;True
0:15:48;sysmon;scales-4-failure;True
0:15:04;communications;radioprompt;own
0:15:18;communications;radioprompt;other
0:15:33;communications;radioprompt;own
0:15:46;communications;radioprompt;other
0:15:00;resman;tank-a-lossperminute;947
0:15:00;resman;tank-b-lossperminute;947

# Block n° 17. Technical load = 84.2 %
0:16:00;track;targetproportion;0.1578947368421053
0:16:02;sysmon;lights-1-failure;True
0:16:14;sysmon;lights-2-failure;True
0:16:25;sysmon;lights-2-failure;True
0:16:36;sysmon;lights-1-failure;True
0:16:48;sysmon;lights-1-failure;True
0:16:01;sysmon;scales-3-failure;True
0:16:13;sysmon;scales-1-failure;True
0:16:28;sysmon;scales-4-failure;True
0:16:46;sysmon;scales-2-failure;True
0:16:01;communications;radioprompt;own
0:16:16;communications;radioprompt;other
0:16:31;communications;radioprompt;other
0:16:46;communications;radioprompt;own
0:16:00;resman;tank-a-lossperminute;1010
0:16:00;resman;tank-b-lossperminute;1010

# Block n° 18. Technical load = 89.5 %
0:17:00;track;targetproportion;0.10526315789473695
0:17:00;sysmon;lights-1-failure;True
0:17:11;sysmon;lights-2-failure;True
0:17:23;sysmon;lights-1-failure;True
0:17:34;sysmon;lights-2-failure;True
0:17:48;sysmon;lights-2-failure;True
0:17:00;sysmon;scales-4-failure;True
0:17:12;sysmon;scales-2-failure;True
0:17:25;sysmon;scales-3-failure;True
0:17:36;sysmon;scales-1-failure;True
0:17:48;sysmon;scales-4-failure;True
0:17:03;communications;radioprompt;other
0:17:18;communications;radioprompt;own
0:17:32;communications;radioprompt;other
0:17:46;communications;radioprompt;own
0:17:00;resman;tank-a-lossperminute;1073
0:17:00;resman;tank-b-lossperminute;1073

# Block n° 19. Technical load = 94.7 %
0:18:00;track;targetproportion;0.052631578947368474
0:18:00;sysmon;lights-2-failure;True
0:18:12;sysmon;lights-1-failure;True
0:18:24;sysmon;lights-1-failure;True
0:18:36;sysmon;lights-2-failure;True
0:18:48;sysmon;lights-1-failure;True
0:18:01;sysmon;scales-2-failure;True
0:18:13;sysmon;scales-2-failure;True
0:18:25;sysmon;scales-3-failure;True
0:18:36;sysmon;scales-1-failure;True
0:18:48;sysmon;scales-4-failure;True
0:18:02;communications;radioprompt;other
0:18:16;communications;radioprompt;own
0:18:31;communications;radioprompt;own
0:18:45;communications;radioprompt;other
0:18:00;resman;tank-a-lossperminute;1136
0:18:00;resman;tank-b-lossperminute;1136

# Block n° 20. Technical load = 100.0 %
0:19:00;track;targetproportion;0.0
0:19:00;sysmon;lights-1-failure;True
0:19:13;sysmon;lights-2-failure;True
0:19:25;sysmon;lights-1-failure;True
0:19:36;sysmon;lights-2-failure;True
0:19:48;sysmon;lights-2-failure;True
0:19:01;sysmon;scales-3-failure;True
0:19:13;sysmon;scales-4-failure;True
0:19:25;sysmon;scales-2-failure;True
0:19:37;sysmon;scales-1-failure;True
0:19:49;sysmon;scales-1-failure;True
0:19:01;communications;radioprompt;own
0:19:16;communications;radioprompt;own
0:19:31;communications;radioprompt;other
0:19:46;communications;radioprompt;other
0:19:00;resman;tank-a-lossperminute;1200
0:19:00;resman;tank-b-lossperminute;1200
0:20:00;communications;stop
0:20:00;sysmon;stop
0:20:00;resman;stop
0:20:00;track;stop
